Employee_ID,Country,Department,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label
203,India,HR,87457,33495,15416,22,6,2,17491.4,118876.6,136368,-17491.399999999994,0.2,0.7333333333333333,0.6138534365459597,0
204,India,Operations,191415,3637,7280,24,10,8,38283.0,164049.0,202332,-38283.0,0.2,0.8,0.2761199488023405,0
205,Germany,Finance,164728,16670,10974,21,17,10,49418.4,339602.1756022068,192372,147230.1756022068,0.3,0.7,0.6789425761295107,1
206,UK,HR,30741,39438,17477,29,17,7,6763.02,80892.98,87656,-6763.020000000004,0.22,0.9666666666666667,1.4731529228066749,0
207,UAE,Sales,172733,30658,10978,30,8,3,8636.65,205732.35,214369,-8636.649999999994,0.049999999999999996,1.0,0.4473743002205717,0
208,UK,Finance,122091,7203,11007,19,4,5,26860.02,113440.98,140301,-26860.020000000004,0.22,0.6333333333333333,0.32939032361107695,0
209,Germany,Operations,53690,23518,3763,27,15,7,16107.0,64864.0,80971,-16107.0,0.3,0.9,0.5586757310486125,0
210,Germany,Finance,57833,10669,12227,20,1,3,17349.899999999998,63379.100000000006,80729,-17349.899999999994,0.3,0.6666666666666666,0.4659870662078744,0
211,UK,Sales,127566,4366,13031,26,7,4,28064.52,116898.48,144963,-28064.520000000004,0.22,0.8666666666666667,0.3192484204255052,0
212,Germany,Finance,96240,20910,10515,27,10,6,28872.0,98793.0,127665,-28872.0,0.3,0.9,0.42764339152119696,0
213,UK,Operations,131898,33087,232,25,7,7,29017.56,136199.44,165217,-29017.559999999998,0.22,0.8333333333333334,0.41065241322840373,0
214,USA,HR,102711,2366,18485,30,1,6,25677.75,97884.25,123562,-25677.75,0.25,1.0,0.3491074471088783,0
215,UK,Operations,64023,11907,12544,26,17,7,14085.06,74388.94,88474,-14085.059999999998,0.22,0.8666666666666667,0.4817437795792137,0
216,UK,HR,65209,32289,2028,22,12,3,14345.98,85180.02,99526,-14345.979999999996,0.22,0.7333333333333333,0.5992731984848718,0
217,Germany,IT,118590,34780,18313,30,17,0,35577.0,136106.0,171683,-35577.0,0.3,1.0,0.5079492368665148,0
218,Germany,Operations,111612,21623,16022,22,15,5,33483.6,115773.4,149257,-33483.600000000006,0.3,0.7333333333333333,0.4317440776977386,0
219,India,Operations,105522,37085,9650,24,24,4,21104.4,131152.6,152257,-21104.399999999994,0.2,0.8,0.540880385132958,0
220,India,Sales,136654,22426,19724,24,16,10,27330.800000000003,151473.2,178804,-27330.79999999999,0.2,0.8,0.44147672223279233,0
221,USA,Finance,170512,9485,18361,18,23,3,42628.0,155730.0,198358,-42628.0,0.25,0.6,0.32854755090550813,0
222,India,HR,144107,35024,2413,29,14,1,28821.4,152722.6,181544,-28821.399999999994,0.2,0.9666666666666667,0.4201758415621726,0
223,UK,HR,164032,27469,8026,22,3,0,36087.04,163439.96,199527,-36087.04000000001,0.22,0.7333333333333333,0.38058054525946156,0
224,Germany,Sales,47462,17903,5418,25,19,8,14238.6,56544.4,70783,-14238.599999999999,0.3,0.8333333333333334,0.5425376090345961,0
225,India,Sales,42821,5212,9952,24,12,11,8564.2,49420.8,57985,-8564.199999999997,0.2,0.8,0.46464678545573435,0
226,India,Finance,183330,29799,3597,28,19,1,36666.0,180060.0,216726,-36666.0,0.2,0.9333333333333333,0.3655522827687776,0
227,USA,Finance,117889,18087,17762,19,18,8,29472.25,239928.33797118854,153738,86190.33797118854,0.25,0.6333333333333333,0.7171313811412139,1
228,USA,Operations,113952,9446,620,25,14,5,28488.0,95530.0,124018,-28488.0,0.25,0.8333333333333334,0.28629071889918567,0
229,UK,IT,178187,31281,929,19,20,5,39201.14,171195.86,210397,-39201.140000000014,0.22,0.6333333333333333,0.36001424346332783,0
230,Germany,Finance,143066,16877,15455,27,23,1,42919.799999999996,132478.2,175398,-42919.79999999999,0.3,0.9,0.35739281170928106,0
231,USA,Sales,104364,26723,14905,18,9,5,26091.0,119901.0,145992,-26091.0,0.25,0.6,0.48992947759763894,0
232,India,Finance,95077,14943,974,28,3,2,19015.4,91978.6,110994,-19015.399999999994,0.2,0.9333333333333333,0.3561637409678471,0
233,Germany,HR,65644,12306,12679,28,23,6,19693.2,70935.8,90629,-19693.199999999997,0.3,0.9333333333333333,0.45711474011333864,0
234,Germany,IT,87643,38784,18073,28,12,9,26292.899999999998,118207.1,144500,-26292.899999999994,0.3,0.9333333333333333,0.6434926919434524,0
235,India,Operations,38311,22455,4671,20,20,3,7662.200000000001,57774.8,65437,-7662.199999999997,0.2,0.6666666666666666,0.7234407872412623,0
236,USA,HR,154466,26491,13599,20,17,8,38616.5,155939.5,194556,-38616.5,0.25,0.6666666666666666,0.3978736420959952,0
237,India,HR,55531,7912,12810,23,5,4,11106.2,65146.8,76253,-11106.199999999997,0.2,0.7666666666666667,0.47814445985125426,0
238,Germany,IT,39588,31974,8917,29,8,11,11876.4,68602.6,80479,-11876.399999999994,0.3,0.9666666666666667,0.9105153076689907,0
239,UAE,Operations,74416,29371,8353,20,19,9,3720.8,108419.2,112140,-3720.800000000003,0.05,0.6666666666666666,0.6286290582670393,0
240,UAE,Sales,168452,35210,7784,24,4,2,8422.6,203023.4,211446,-8422.600000000006,0.05,0.8,0.4590400826348158,0
241,UK,Operations,198717,37712,14225,25,15,0,43717.74,206936.26,250654,-43717.73999999999,0.22,0.8333333333333334,0.4097947231490009,0
242,India,Finance,173890,5936,658,20,19,0,34778.0,145706.0,180484,-34778.0,0.2,0.6666666666666666,0.2661659669906262,0
243,India,HR,186929,35166,2897,26,15,3,37385.8,187606.2,224992,-37385.79999999999,0.2,0.8666666666666667,0.38098614982159007,0
244,UK,Finance,46711,27727,12291,18,14,9,10276.42,76452.58,86729,-10276.419999999998,0.22,0.6,0.8073874248035795,0
245,UK,Sales,161169,30368,18926,20,16,9,35457.18,175005.82,210463,-35457.17999999999,0.22,0.6666666666666666,0.4363540507169493,0
246,UK,Finance,141348,4995,13572,29,24,3,31096.56,128818.44,159915,-31096.559999999998,0.22,0.9666666666666667,0.3163478223957891,0
247,Germany,Operations,184465,36984,3205,20,10,8,55339.5,169314.5,224654,-55339.5,0.3,0.6666666666666666,0.36077006478193696,0
248,India,Finance,47076,28563,4044,24,24,7,9415.2,70267.8,79683,-9415.199999999997,0.2,0.8,0.7162617894468519,0
249,Germany,Sales,109274,24150,3433,28,14,3,32782.2,104074.8,136857,-32782.2,0.3,0.9333333333333333,0.38355272068378576,0
250,UK,Sales,82609,24061,6711,28,20,5,18173.98,95207.02,113381,-18173.979999999996,0.22,0.9333333333333333,0.48662743768838745,0
251,India,Sales,185389,31178,7384,22,11,6,37077.8,186873.2,223951,-37077.79999999999,0.2,0.7333333333333333,0.38162113178236035,0
252,Germany,Operations,83480,37336,17261,21,2,9,25044.0,113033.0,138077,-25044.0,0.3,0.7,0.6471322472448491,0
253,Germany,Sales,32044,2160,17475,19,19,7,9613.199999999999,42065.8,51679,-9613.199999999997,0.3,0.6333333333333333,0.5843914617401074,0
254,UK,HR,80486,17648,3059,24,3,3,17706.920000000002,83486.08,101193,-17706.92,0.22000000000000003,0.8,0.4102915289615585,0
255,India,Sales,80162,38672,15915,20,4,0,16032.400000000001,118716.6,134749,-16032.399999999994,0.2,0.6666666666666666,0.6968174446745341,0
256,UK,Finance,54882,5573,7513,24,11,4,12074.04,55893.96,67968,-12074.04,0.22000000000000003,0.8,0.38721781276192563,0
257,India,Finance,79078,36593,13865,27,13,0,15815.6,113720.4,129536,-15815.600000000006,0.2,0.9,0.6691218796631174,0
258,UAE,Finance,83734,15786,1674,29,18,10,4186.7,97007.3,101194,-4186.699999999997,0.049999999999999996,0.9666666666666667,0.4289630257720878,0
259,USA,Operations,133730,30500,9800,24,18,10,33432.5,140597.5,174030,-33432.5,0.25,0.8,0.42861923278247216,0
260,USA,Finance,199898,11815,19210,28,19,3,49974.5,180948.5,230923,-49974.5,0.25,0.9333333333333333,0.32403300683348507,0
261,USA,Operations,112985,23966,19436,19,12,6,28246.25,128140.75,156387,-28246.25,0.25,0.6333333333333333,0.47669535779085714,0
262,UK,Operations,69028,15794,13978,24,1,6,15186.16,83613.84,98800,-15186.160000000003,0.22,0.8,0.5156625137625311,0
263,UAE,Sales,123938,33423,16697,23,24,0,6196.900000000001,167861.1,174058,-6196.899999999994,0.05,0.7666666666666667,0.5546049637722087,0
264,India,HR,143319,35944,16767,27,6,8,28663.800000000003,167366.2,196030,-28663.79999999999,0.2,0.9,0.4857524822249667,0
265,Germany,Sales,57543,23302,5884,21,3,1,17262.899999999998,69466.1,86729,-17262.899999999994,0.3,0.7,0.5548169195210538,0
266,India,Sales,149279,23264,18196,28,17,4,29855.800000000003,160883.2,190739,-29855.79999999999,0.2,0.9333333333333333,0.4222252292686849,0
267,Germany,Operations,54362,21604,18708,22,3,5,16308.599999999999,78365.4,94674,-16308.600000000006,0.3,0.7333333333333333,0.6946694382105147,0
268,India,Operations,183387,29835,13383,29,1,0,36677.4,189927.6,226605,-36677.399999999994,0.2,0.9666666666666667,0.3976682098512981,0
269,UAE,Finance,183818,9820,5248,25,3,11,9190.9,189695.1,198886,-9190.899999999994,0.049999999999999996,0.8333333333333334,0.33952567213221774,0
270,Germany,Finance,166129,3499,3429,22,4,1,49838.7,123218.3,173057,-49838.7,0.3,0.7333333333333333,0.23712771400538135,0
271,UK,Sales,67915,25814,19675,20,6,6,14941.3,98462.7,113404,-14941.300000000003,0.22,0.6666666666666666,0.6738851505558419,0
272,India,IT,177133,26089,16611,19,7,5,35426.6,184406.4,219833,-35426.600000000006,0.19999999999999998,0.6333333333333333,0.39936556147075924,0
273,India,IT,76370,9626,10256,23,23,5,15274.0,80978.0,96252,-15274.0,0.2,0.7666666666666667,0.4088071232159225,0
274,Germany,Finance,190229,34746,8203,23,8,5,57068.7,176109.3,233178,-57068.70000000001,0.3,0.7666666666666667,0.36373050376125615,0
275,UK,IT,136375,18137,7765,24,13,6,30002.5,132274.5,162277,-30002.5,0.22,0.8,0.3612586617781851,0
276,UK,Finance,167394,23260,1522,25,4,9,36826.68,155349.32,192176,-36826.67999999999,0.22,0.8333333333333334,0.3367229171893855,0
277,UAE,Operations,94812,38476,691,21,6,11,4740.6,129238.4,133979,-4740.600000000006,0.05,0.7,0.5734423912584905,0
278,UK,Sales,59017,28283,1739,29,11,11,12983.74,76055.26,89039,-12983.740000000005,0.22,0.9666666666666667,0.5871440093532372,0
279,UK,HR,81792,3769,1525,25,1,8,17994.24,69091.76,87086,-17994.240000000005,0.22000000000000003,0.8333333333333334,0.2774431240219092,0
280,UK,Sales,183814,17634,16453,29,8,8,40439.08,177461.91999999998,217901,-40439.080000000016,0.22,0.9666666666666667,0.35485912933726477,0
281,USA,Finance,154198,12965,6251,18,22,1,38549.5,134864.5,173414,-38549.5,0.25,0.6,0.3081794186695028,0
282,UAE,Finance,42629,29566,10440,23,2,1,2131.4500000000003,80503.55,82635,-2131.449999999997,0.05000000000000001,0.7666666666666667,0.9174380116821882,0
283,India,Sales,153614,35143,19507,23,8,4,30722.800000000003,177541.2,208264,-30722.79999999999,0.2,0.7666666666666667,0.4763345788795292,0
284,Germany,Finance,164317,21420,13860,20,20,9,49295.1,150301.9,199597,-49295.100000000006,0.3,0.6666666666666666,0.35185994145462735,0
285,India,IT,121950,27236,7649,26,9,6,24390.0,270307.9012908682,156835,113472.90129086818,0.2,0.8666666666666667,0.773115788333419,1
286,UAE,IT,199942,8218,1287,29,4,11,9997.1,199449.9,209447,-9997.100000000006,0.05,0.9666666666666667,0.31763346370447426,0
287,Germany,Finance,89829,10495,13193,29,17,11,26948.7,86568.3,113517,-26948.699999999997,0.3,0.9666666666666667,0.37990392857540434,0
288,UAE,Finance,35588,35853,8767,22,7,2,1779.4,78428.6,80208,-1779.3999999999942,0.05,0.7333333333333333,1.1380206811284703,0
289,UK,IT,156514,15073,15913,18,10,2,34433.08,153066.91999999998,187500,-34433.080000000016,0.22,0.6,0.36241598834609046,0
290,Germany,Finance,130280,13371,15629,24,5,3,39084.0,120196.0,159280,-39084.0,0.3,0.8,0.35382176849861835,0
291,UK,Finance,65721,19594,4954,27,10,2,14458.62,75810.38,90269,-14458.619999999995,0.22,0.9,0.4879249250620046,0
292,India,Sales,193217,13226,744,20,12,2,38643.4,168543.6,207187,-38643.399999999994,0.2,0.6666666666666666,0.2902264293514546,0
293,India,HR,35599,12046,10719,27,21,7,7119.8,51244.2,58364,-7119.800000000003,0.2,0.9,0.6575285822635466,0
294,Germany,IT,97594,39117,12402,27,20,6,29278.2,119834.8,149113,-29278.199999999997,0.3,0.9,0.5668159927864418,0
295,Germany,Sales,159011,6965,4576,28,6,6,47703.299999999996,122848.70000000001,170552,-47703.29999999999,0.3,0.9333333333333333,0.25792813075824944,0
296,UAE,HR,47149,15336,9216,21,1,9,2357.4500000000003,69343.55,71701,-2357.449999999997,0.05,0.7,0.6299659589811025,0
297,UAE,Finance,152616,21843,16363,23,3,1,7630.8,183191.2,190822,-7630.799999999988,0.05,0.7666666666666667,0.44951682654505426,0
298,UK,Finance,166280,19373,17325,25,7,10,36581.6,166396.4,202978,-36581.600000000006,0.22,0.8333333333333334,0.3780708443589127,0
299,Germany,Sales,134034,8654,5050,30,11,8,40210.2,107527.8,147738,-40210.2,0.3,1.0,0.27780219944193263,0
300,India,Finance,45951,33280,13948,21,24,5,9190.2,83988.8,93179,-9190.199999999997,0.2,0.7,0.9290992579051598,0
301,UAE,Operations,71766,24407,17151,29,12,2,3588.3,109735.7,113324,-3588.300000000003,0.05,0.9666666666666667,0.6664550065490622,0
302,UAE,Sales,82014,4358,2438,26,9,8,4100.7,84709.3,88810,-4100.699999999997,0.049999999999999996,0.8666666666666667,0.3400320676957592,0
303,India,HR,184423,28583,10382,25,1,8,36884.6,186503.4,223388,-36884.600000000006,0.19999999999999998,0.8333333333333334,0.3822669623636965,0
304,UAE,Sales,112122,30706,14663,27,4,5,5606.1,151884.9,157491,-5606.100000000006,0.05,0.9,0.5551699934000464,0
305,UK,IT,34308,8360,14069,27,2,9,7547.76,120383.81848240903,56737,63646.81848240903,0.22,0.9,1.2731679358960797,1
306,Germany,Sales,84252,5743,8819,23,2,5,25275.6,73538.4,98814,-25275.600000000006,0.3,0.7666666666666667,0.32051963158144614,0
307,India,Finance,108211,9159,16760,24,17,7,21642.2,112487.8,134130,-21642.199999999997,0.2,0.8,0.3921776898836532,0
308,Germany,Finance,184136,34151,12078,25,21,7,55240.799999999996,175124.2,230365,-55240.79999999999,0.3,0.8333333333333334,0.3791820176391363,0
309,UAE,Operations,151534,2518,16473,19,2,5,7576.700000000001,162948.3,170525,-7576.700000000012,0.05,0.6333333333333333,0.36185667902912877,0
310,UAE,Operations,33720,18652,11047,22,4,6,1686.0,61733.0,63419,-1686.0,0.05,0.7333333333333333,0.8687663107947805,0
311,India,Operations,151204,14925,9257,30,11,3,30240.800000000003,145145.2,175386,-30240.79999999999,0.2,1.0,0.3458285495092722,0
312,UK,HR,199012,7475,13805,24,19,0,43782.64,176509.36,220292,-43782.640000000014,0.22,0.8,0.3019129901714469,0
313,USA,Operations,104993,38953,16212,25,24,3,26248.25,133909.75,160158,-26248.25,0.25,0.8333333333333334,0.5773501566771118,0
314,India,HR,72113,39929,10296,22,13,7,14422.6,107915.4,122338,-14422.600000000006,0.2,0.7333333333333333,0.713255862327181,0
315,USA,Operations,73926,11886,14570,20,22,11,18481.5,81900.5,100382,-18481.5,0.25,0.6666666666666666,0.45580107134161185,0
316,USA,HR,194275,13465,2655,23,21,7,48568.75,161826.25,210395,-48568.75,0.25,0.7666666666666667,0.28171599536739156,0
317,UK,Sales,161464,13221,14727,22,18,1,35522.08,153889.91999999998,189412,-35522.080000000016,0.22,0.7333333333333333,0.34604293217063864,0
318,USA,Sales,50905,26395,17899,25,19,6,12726.25,82472.75,95199,-12726.25,0.25,0.8333333333333334,0.7989298693645025,0
319,USA,Finance,75385,4335,3017,26,24,0,18846.25,63890.75,82737,-18846.25,0.25,0.8666666666666667,0.2892661006831598,0
320,UK,HR,55653,38442,14142,26,15,1,12243.66,95993.34,108237,-12243.660000000003,0.22,0.8666666666666667,0.8699872783138376,0
321,USA,IT,116865,6576,7343,29,12,7,29216.25,101567.75,130784,-29216.25,0.25,0.9666666666666667,0.302088948787062,0
322,USA,Finance,150813,2500,12339,29,11,10,37703.25,127948.75,165652,-37703.25,0.25,0.9666666666666667,0.285693706775941,0
323,USA,Sales,170871,28675,1573,23,23,9,42717.75,158401.25,201119,-42717.75,0.25,0.7666666666666667,0.3479951249773221,0
324,India,HR,40052,10083,5597,21,1,3,8010.400000000001,47721.6,55732,-8010.4000000000015,0.2,0.7,0.5000694097673025,0
325,India,Operations,162116,17720,3926,21,16,2,32423.2,151338.8,183762,-32423.20000000001,0.2,0.7,0.3310434503688717,0
326,India,IT,175943,7543,10244,26,13,1,35188.6,326218.1536670874,193730,132488.15366708738,0.19999999999999998,0.8666666666666667,0.5908495711686523,1
327,UK,Sales,176306,5276,3796,21,6,10,38787.32,146590.68,185378,-38787.32000000001,0.22,0.7,0.2678661191337787,0
328,UAE,Finance,46381,32635,8823,25,23,5,2319.05,85519.95,87839,-2319.050000000003,0.05,0.8333333333333334,0.8916773032060542,0
329,USA,HR,173346,26180,10053,26,6,3,43336.5,166242.5,209579,-43336.5,0.25,0.8666666666666667,0.36551550079032685,0
330,USA,IT,108108,8613,17616,22,10,2,27027.0,107310.0,134337,-27027.0,0.25,0.7333333333333333,0.3785381285381285,0
331,UK,HR,74892,3327,18648,30,2,2,16476.24,80390.76,96867,-16476.240000000005,0.22000000000000003,1.0,0.41449591411632747,0
332,USA,Operations,116501,12666,18431,23,3,9,29125.25,118472.75,147598,-29125.25,0.25,0.7666666666666667,0.3960268581385567,0
333,India,Finance,108391,28255,535,20,6,2,21678.2,115502.8,137181,-21678.199999999997,0.2,0.6666666666666666,0.42543513760367563,0
334,UAE,HR,42920,22130,15701,29,16,11,2146.0,78605.0,80751,-2146.0,0.05,0.9666666666666667,0.8654193849021434,0
335,Germany,Sales,41702,24068,7884,22,6,7,12510.6,61143.4,73654,-12510.599999999999,0.3,0.7333333333333333,0.7274332166322959,0
336,USA,Finance,26894,20946,11725,22,24,8,6723.5,52841.5,59565,-6723.5,0.25,0.7333333333333333,1.0317673086933887,0
337,India,Sales,55985,22547,6881,19,13,8,11197.0,74216.0,85413,-11197.0,0.2,0.6333333333333333,0.5956577654728945,0
338,Germany,HR,184359,21701,13017,27,4,4,55307.7,163769.3,219077,-55307.70000000001,0.3,0.9,0.3347614708259429,0
339,UAE,Finance,150702,7769,19481,23,15,0,7535.1,170416.9,177952,-7535.100000000006,0.05,0.7666666666666667,0.3986474632055314,0
340,Germany,Sales,98527,26883,9467,26,6,9,29558.1,105318.9,134877,-29558.100000000006,0.3,0.8666666666666667,0.45864554893582465,0
341,India,Operations,171511,15663,3073,28,1,4,34302.200000000004,155944.8,190247,-34302.20000000001,0.20000000000000004,0.9333333333333333,0.3146768428847129,0
342,Germany,Operations,153676,39323,15963,24,9,0,46102.799999999996,162859.2,208962,-46102.79999999999,0.3,0.8,0.4514423852781176,0
343,UK,HR,67235,37162,1025,25,12,8,14791.7,90630.3,105422,-14791.699999999997,0.22,0.8333333333333334,0.6300496765077713,0
344,Germany,Finance,183731,24852,2051,19,23,9,55119.299999999996,155514.7,210634,-55119.29999999999,0.3,0.6333333333333333,0.3113819115990225,0
345,USA,IT,49976,22388,3621,28,11,7,12494.0,63491.0,75985,-12494.0,0.25,0.9333333333333333,0.5820553865855611,0
346,USA,Finance,107643,35434,14405,30,13,6,26910.75,130571.25,157482,-26910.75,0.25,1.0,0.5357196938026625,0
347,UK,Operations,132631,24102,4403,26,1,1,29178.82,266376.71343713533,161136,105240.71343713533,0.22,0.8666666666666667,0.6851694854984174,1
348,India,Sales,81697,23536,3323,20,19,1,16339.400000000001,92216.6,108556,-16339.399999999994,0.2,0.6666666666666666,0.466067052645752,0
349,USA,IT,95382,14355,19742,27,21,3,23845.5,105633.5,129479,-23845.5,0.25,0.9,0.4545370195634396,0
350,UAE,HR,41651,4234,5017,22,4,8,2082.55,48819.45,50902,-2082.550000000003,0.05,0.7333333333333333,0.4284299296535497,0
351,USA,IT,39633,33147,6435,24,5,8,9908.25,69306.75,79215,-9908.25,0.25,0.8,0.9078627658769207,0
352,USA,HR,104164,25659,19355,21,23,7,26041.0,123137.0,149178,-26041.0,0.25,0.7,0.5089205483660382,0
353,India,IT,25569,18560,15492,24,17,10,5113.8,54507.2,59621,-5113.800000000003,0.2,0.8,1.1116492627791466,0
354,Germany,HR,92509,25088,13170,25,5,4,27752.7,103014.3,130767,-27752.699999999997,0.3,0.8333333333333334,0.48525538055756734,0
355,USA,HR,148425,4928,19729,30,19,6,37106.25,135975.75,173082,-37106.25,0.25,1.0,0.3279947785076638,0
356,UK,IT,126126,30184,5816,27,3,11,27747.72,134378.28,162126,-27747.72,0.22,0.9,0.42918893804608094,0
357,Germany,IT,152522,22099,4604,27,11,8,45756.6,133468.4,179225,-45756.600000000006,0.3,0.9,0.3295348867704331,0
358,UAE,HR,58038,6274,3424,21,2,2,2901.9,107411.22366062648,67736,39675.22366062648,0.05,0.7,0.6161509200556177,1
359,India,Operations,63138,26970,14628,22,22,3,12627.6,92108.4,104736,-12627.600000000006,0.2,0.7333333333333333,0.678021476765181,0
360,UAE,IT,184829,27744,11861,28,14,1,9241.45,437708.4199328074,224434,213274.4199328074,0.05,0.9333333333333333,0.7897485025609737,1
361,Germany,Finance,135740,39739,12501,20,6,8,40722.0,147258.0,187980,-40722.0,0.3,0.6666666666666666,0.4701878591424783,0
